review_text,cluster
"The verifying process says its within 7 days but its alrady my 10th day waiting and still no hint of verification, I already try submitting a ticket report but only replies to me oppss!. What opps!! Can do??? Does it fix something. I am very disappointed!!.",2.0
Orlan Fernando roy,1.0
Good for me but now i have a truobleshotting because my gcash i cant open,1.0
So nice and so fast in transaction in payment,3.0
"I cant log in my gcash account,, need a ticket to log in",5.0
Fake Verification Time! Too much waiting,2.0
Tanginang app to parang babae lakas ng toyo,0.0
"So annoying, can't even log in my account",5.0
Laki ng problema niyo puro nalang undermaintenance. Paki ayos ng bank transfer kung kelan kelangan eh tsaka naman di available.,2.0
Magnanakaw ng pera amp.,5.0
"It's very annoying to use this app everytime we need to pay using gcash It's always so buggy and it crashes automatically, It's very hard to use this app not to mention the maintenance that they have every frickin day?? It causes so much inconvinience they never give any notice when there will be maintenance. Fix this",1.0
"They are always doing service maintainance, system update but no improvement still. The app always encounters issue every every week, if not, every other day. It cause a lot of inconvenience in my end. PUTANG INA NYOO!!!!",1.0
"Is now a verified user, but can't use 24/7 because maintenance is always",1.0
Whats going on I can not open my gcash account it is not accepting biometrics and my MPIN says it is wrong though it is correct i tried to reset the mpin but whenever i type the OTP it says wrong!!! I will edit this once my gcash account is back,3.0
It's not working sometimes.,2.0
This is amazing apps thank u so much..💖💖💖💖,4.0
Magnanakaw ng pera putanginamo gcash,5.0
I never recommend this app. So disappointing 😔,4.0
my experiance is not open in my gcash account,2.0
"I lost 20000 pesos and I sent ticket already but no response, costumer service is very negligent to address costumers concerns.",3.0
"Kailan matapos maintenance kailangan ko Maka transfer pambayad ng baggage,,, wala akong cash",2.0
sheeshh 1 star kase wala na laman gcash ko nasa inyo na 🤙🤡,4.0
"Not secured, and no official statement despite having numerous transaction issues.",2.0
they automatically deactivated my account. no reason at all. with funds on it. ongoing back and forth request for update. nothing. they dont even send out updates on the status of the complaint. reported to bsp.,2.0
GCASH SCAM! INSIDE JOB HACKING!,1.0
Bulok Yung systema ng globe sa app ng gcash Yung fund ko Hindi nyo binabalik sa Bago ko aCcnt almost 200k Ang dami ninyong pa keme animal kayo binigay ko na lahat ng kaylangan pero Hindi nyo parin maibalik balik,6.0
Lot's of issues like scamming! Malalaki pera nawala sa kanila. Ano na?,1.0
Fix your app! #gcashscam,1.0
Bring our hard earned money,3.0
"Scam!!! May inside job, not safe info and money natin. My account got hacked twice nd my Online Casino game wins don't credited to my account!!! But it was sent by the game admin with proof of Gcash text messages!!! Stay vigilant!!!",2.0
Gcash is very useful to register a promo to your simcard or send a money to someone using gcash,2.0
BEWARE!!! DON'T USE THIS APP! THEY ARE SCAMMERS! THEY WILL TAKE ALL YOUR MONEY IN YOUR GCASH ACCOUNT! AND WILL NEVER EVER RETURN IT TO YOU!,4.0
not safe to use,4.0
"Someone wants to open my acc., your apps it's not safe to use anymore. And also lots of user got hacked by their account. YOU'RE NOT RECOMMENDABLE!!!!!",5.0
Money lost and very get any single action to return it. They make people to spent money for requirements but in the end they will just say they can't do something about it to be reverted.,2.0
"BRING BACK OUR HARD EARNED MONEY! EVERYTIME THERE IS A MAINTENANCE, THE MAGIC ALWAYS BEGINS! OUR MONEY AREN'T SAFE WITH YOU!",1.0
Why always maintenance and no 1 update us if they do maintenance gcash can update us via txt when what hour how long like today we not know what time gcash back so we can send,6.0
poor performance always mintenance,2.0
"Grabe nakakatakot maglagay ng pera sa gcash now. Ito yung pinaka easiest way na transaction for me pero dahil ang daming complain ngayon sa gcash, everytime na isesend na yung sahod ko sa gcash, kina-cash out ko talaga sya agad. Please sana maayos nyo yung problem and service nyo gcash, kasi hindi biro na mawala yung pinag pagurang pera lalo na kung para sa mga importanteng bills at iniipon.",6.0
taena nyo gcash. hnd kayo nagpapaalam pag mag renew sa mga subscription. mga kupal kayo. ibalik nyo rin mga nawalan ng pera ngyon.,2.0
Poor Customer Service. Trash Service.,6.0
Gcash is NOT SAFE to use anymore.,3.0
What is happening Gcash?!! Inside job na to! Nakakaloka kayo! Ang daming pera nakukuha niyo sa mga tao! Buti nalang nabayad ko agad yung 5k ko! Jusko! Baka pati yun matangay niyo na!,1.0
So many people is losing money from this app. Do not use this again!,4.0
"I love it so much, sorry for everyone who cant like this app. This app is very helpfull.",1.0
Not a safe platform for funds,1.0
Dami na nawalan ng pera dito,4.0
"Reported lots of missing gcash amount today may 8,2023 sent to East west ending 5239 acct number ,what a waste!",2.0
sobrang di secure.. mawawalan ka ng funds kahit walang OTP. nakakpag avail ng loan or credit line sa account kahot di ikaw nag aavail. mga transactions na di nag rereflect sa history. MODUS to payment platform na to. Better pa tlaga paymaya,3.0
Maintenance lagi ano bayan,6.0
Not safe to use anymore.,5.0
Weak security. Accounts got hacked.,1.0
Ang dami na nawalan ng pera sa app nyo! Galaw galaw,4.0
"If i can rate 0 star, i would. There's a lot of people complaining about Gcash and im one of them. Amount will be transferred or deducted and there'a no message or notifications about it.",4.0
Daming nawawalan ng pera sainyo sana mawala na app nyo,1.0
Our money is transferred in a bank account we don't know. They access it without our OTP. This is alarming Gcash.,2.0
Hard to get verified. May mga ads pa,2.0
SUPER BAD EXPERIENCE NAUBOS ANG PERA NAMEN SA GCASH NA WALANG OTP OR EMAIL PERO NAKAPAG TRANSFER SA EASTWEST BANK ENDING 5239 ! KUNG MAY SUPER NEGATIVE NA STAR IBIBIGAY KO!,5.0
Too many issue and so many hack is happening,2.0
Di mapapagkatiwalaan. Uninstall nyo na lipat na kayo sa maya.,1.0
"This app is not user friendly, they dont do a thing to secure your money in their app, lots of people are now complaining in socmed because their hard earned money has just been sent to some stranger without them getting any prior notice of the transaction, and once your money is lost this app will not refund you, this kind of incident just so happen when they start implenting the simcard registration, so it means that our privacy is already breach and not secured with this app and its provider.",6.0
No support to those people instantly hacked their gcash account. This is maybe Inside job from their own.,4.0
Not secured enough,4.0
Useless Ang galing mag gamit Ng tao pero pag kayo kailangan di namin kayo matawagan! Mag Tayo kayo ng sarili nyong office pasa sa costumer service!,1.0
Wala sa ayos kayo gcash magmaintenance kayo ng walang abiso zero star sana kayo kung may zero lang,4.0
Pag time na gagamitin in emergency ulit later lalabas nyemas,4.0
NO MORE TRUST IN THIS APPS,5.0
NYARE GCASH NALILIMAS NA PERA NG MGA KABABAYAN NATIN.,5.0
lagi nalang under maintenance wala na bang iba lipat nalang ng pay maya,1.0
Not really safe for savings. Your money will disappear without notifications. 🤦,3.0
"It always happened to me when the time I needed it the most, it always says ""G ulit later"". Grabe, sa tagal na nang App nato hanggang ngayon hindi nyo pa na fi'fixed yan? Parati nalang ganyan, sana maayos nyo na ang App nyo. Very inconvenient na.",6.0
"I don't like gcash now, why is gcash like that, we are losing money, someone has transferred to another account but we have not received an OTP from you, gcash, please fix this, you guys have infected me so much, I have lost 20k now because of what happened, please fix it",1.0
They always have maintenanace that will last hours.Not efficient.,0.0
Nakakatakot na maglagay ng funds dito. Daming inside jobs.,2.0
Sana naman pag may gagawin kau kahit txt lang magsabi kau diyung ganyan,6.0
Panay update nman.. maaus nman takbo ng gcash.. update p rin.. buti sana kada update may nkukuha kme.. gastos p data eh..,2.0
LOW SECURITY WALLET,2.0
"Tagal mag-up, hanggang ngayon down need ko na ng pera e.",2.0
Nawala poyong gcash ko,1.0
Ayusin nyo security ng apps nato hindi na SAFE!,4.0
Many people are getting their money transfer without their knowledge I guess an inside job right.,4.0
Tanggalin nyo yun mga Gambling Related Transaction nyo GCASH baka dyan pa nangagaling ang hacker ng gcash nyo..,3.0
SCAM POOR CUSTOMER SUPPORT,2.0
"Gcash announces maintenance on may 9, 2am to 5am. And told users to do earlier their task before maintenance. As one of those preparing, at may 8, 11pm, i was trying to transfer my funds from gcash to maya but bank transfer was already unavailable that time. And at 12mn may 9, gcash has shutdown, thou they annouced to do it at 2am. Whats happening gcash?! That so unfair to us, that we cant use our funds. Maintenance is ok but your not following your own schedule. Pls.be fair..",1.0
